instance_id,model_name,n_variants,n_clusters,cluster_distribution,semantic_entropy,normalised_semantic_entropy,mean_accuracy,dominant_cluster,instability_flag
mm_0052800,BioBERT,8,1,"{""UMLS:C1518102"": 8}",-0.0,-0.0,1.0,UMLS:C1518102,0
mm_0052800,PubMedBERT,8,2,"{""C1839576"": 5, ""UMLS:C1257990"": 3}",0.954434002924965,0.318144667641655,0.0,C1839576,0
mm_0053229,BERT-base,7,2,"{""UMLS:C1257990"": 5, ""UMLS:C0242193"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C1257990,0
mm_0053229,BioBERT,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0053229,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0053650,BERT-base,7,4,"{""C1566790"": 1, ""UMLS:C0358514"": 4, ""UMLS:C0752046"": 1, ""C2936621"": 1}",1.6644977792004614,0.5929060718765461,0.0,UMLS:C0358514,1
mm_0053650,BioBERT,7,1,"{""C0258846"": 7}",-0.0,-0.0,0.0,C0258846,0
mm_0053650,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0054625,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0054625,BioBERT,5,2,"{""UMLS:C0026473"": 4, ""C1431322"": 1}",0.7219280948873623,0.31091750708257115,0.0,UMLS:C0026473,0
mm_0054625,PubMedBERT,5,2,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0
mm_0054752,BERT-base,6,1,"{""UMLS:C1257990"": 6}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0054752,BioBERT,6,1,"{""UMLS:C1257990"": 6}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0054752,PubMedBERT,6,2,"{""C1839576"": 3, ""C1447749"": 3}",1.0,0.38685280723454163,0.0,C1839576,0
mm_0055204,BERT-base,4,3,"{""C1431519"": 2, ""UMLS:C0358514"": 1, ""C0202533"": 1}",1.5,0.75,0.0,C1431519,1
mm_0055204,BioBERT,4,1,"{""UMLS:C1707887"": 4}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0055204,PubMedBERT,4,2,"{""C1839576"": 3, ""C1447749"": 1}",0.8112781244591328,0.4056390622295664,0.0,C1839576,0
mm_0055255,BERT-base,5,2,"{""C1312419"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1312419,0
mm_0055255,BioBERT,5,1,"{""C0018081"": 5}",-0.0,-0.0,0.0,C0018081,0
mm_0055255,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0055392,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0055392,BioBERT,7,3,"{""C1447749"": 2, ""UMLS:C1257990"": 1, ""UMLS:C1707887"": 4}",1.3787834934861753,0.49113258984568253,0.0,UMLS:C1707887,0
mm_0055392,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0055448,BERT-base,1,1,"{""C1447749"": 1}",-0.0,-0.0,0.0,C1447749,0
mm_0055448,BioBERT,1,1,"{""C0265267"": 1}",-0.0,-0.0,0.0,C0265267,0
mm_0055448,PubMedBERT,1,1,"{""C1839576"": 1}",-0.0,-0.0,0.0,C1839576,0
mm_0055918,BERT-base,8,1,"{""UMLS:C1707887"": 8}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0055918,BioBERT,8,1,"{""UMLS:C1707887"": 8}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0055918,PubMedBERT,8,1,"{""UMLS:C1707887"": 8}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0056003,BERT-base,8,1,"{""C1447749"": 8}",-0.0,-0.0,0.0,C1447749,0
mm_0056003,BioBERT,8,1,"{""C1312419"": 8}",-0.0,-0.0,0.0,C1312419,0
mm_0056003,PubMedBERT,8,2,"{""C1839576"": 7, ""C1447749"": 1}",0.5435644431995964,0.1811881477331988,0.0,C1839576,0
mm_0056292,BERT-base,5,2,"{""UMLS:C1257990"": 3, ""C0282440"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C1257990,0
mm_0056292,BioBERT,5,1,"{""C0376671"": 5}",-0.0,-0.0,0.0,C0376671,0
mm_0056292,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0056538,BERT-base,5,1,"{""C0282597"": 5}",-0.0,-0.0,0.0,C0282597,0
mm_0056538,BioBERT,5,2,"{""UMLS:C1707887"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C1707887,0
mm_0056538,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0056765,BERT-base,4,2,"{""UMLS:C1257990"": 3, ""C0040048"": 1}",0.8112781244591328,0.4056390622295664,0.0,UMLS:C1257990,0
mm_0056765,BioBERT,4,3,"{""C0008396"": 2, ""C0050795"": 1, ""UMLS:C1707887"": 1}",1.5,0.75,0.0,C0008396,1
mm_0056765,PubMedBERT,4,2,"{""C0015131"": 1, ""C0018966"": 3}",0.8112781244591328,0.4056390622295664,0.0,C0018966,0
mm_0056831,BERT-base,7,3,"{""UMLS:C1257990"": 3, ""C1447749"": 2, ""UMLS:C0242193"": 2}",1.5566567074628228,0.5544923070581674,0.0,UMLS:C1257990,1
mm_0056831,BioBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0056831,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0056989,BERT-base,3,1,"{""UMLS:C1015514"": 3}",-0.0,-0.0,1.0,UMLS:C1015514,0
mm_0056989,BioBERT,3,1,"{""UMLS:C1015514"": 3}",-0.0,-0.0,1.0,UMLS:C1015514,0
mm_0056989,PubMedBERT,3,1,"{""UMLS:C1015514"": 3}",-0.0,-0.0,1.0,UMLS:C1015514,0
mm_0057315,BERT-base,7,2,"{""UMLS:C1257990"": 5, ""C0030201"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C1257990,0
mm_0057315,BioBERT,7,2,"{""UMLS:C1707887"": 5, ""C1839576"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C1707887,0
mm_0057315,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0057579,BERT-base,5,1,"{""C1312419"": 5}",-0.0,-0.0,0.0,C1312419,0
mm_0057579,BioBERT,5,2,"{""C1312419"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1312419,0
mm_0057579,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0057675,BERT-base,6,2,"{""C1447749"": 2, ""UMLS:C1257990"": 4}",0.9182958340544896,0.355245321275764,0.0,UMLS:C1257990,0
mm_0057675,BioBERT,6,2,"{""C1868801"": 5, ""C0027609"": 1}",0.6500224216483541,0.25146299858006066,0.0,C1868801,0
mm_0057675,PubMedBERT,6,2,"{""C1839576"": 5, ""C1447749"": 1}",0.6500224216483541,0.25146299858006066,0.0,C1839576,0
mm_0057822,BERT-base,6,1,"{""UMLS:C1257990"": 6}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0057822,BioBERT,6,2,"{""UMLS:C1257990"": 2, ""C1312419"": 4}",0.9182958340544896,0.355245321275764,0.0,C1312419,0
mm_0057822,PubMedBERT,6,2,"{""UMLS:C1423931"": 4, ""C1447749"": 2}",0.9182958340544896,0.355245321275764,0.0,UMLS:C1423931,0
mm_0057864,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0057864,BioBERT,7,2,"{""C0265267"": 2, ""C0027609"": 5}",0.863120568566631,0.30744974986419643,0.0,C0027609,0
mm_0057864,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0057927,BERT-base,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0057927,BioBERT,3,1,"{""C0265267"": 3}",-0.0,-0.0,0.0,C0265267,0
mm_0057927,PubMedBERT,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0058271,BERT-base,7,1,"{""UMLS:C0242193"": 7}",-0.0,-0.0,0.0,UMLS:C0242193,0
mm_0058271,BioBERT,7,2,"{""C1839576"": 3, ""C1447749"": 4}",0.9852281360342515,0.35094534299644053,0.0,C1447749,0
mm_0058271,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0058376,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0058376,BioBERT,7,1,"{""C1312419"": 7}",-0.0,-0.0,0.0,C1312419,0
mm_0058376,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0059412,BERT-base,7,2,"{""C4505290"": 3, ""C0386482"": 4}",0.9852281360342515,0.35094534299644053,0.0,C0386482,0
mm_0059412,BioBERT,7,2,"{""C1370369"": 5, ""C4505290"": 2}",0.863120568566631,0.30744974986419643,0.0,C1370369,0
mm_0059412,PubMedBERT,7,1,"{""C0018966"": 7}",-0.0,-0.0,0.0,C0018966,0
mm_0060247,BERT-base,6,1,"{""C1447749"": 6}",-0.0,-0.0,0.0,C1447749,0
mm_0060247,BioBERT,6,1,"{""C1839576"": 6}",-0.0,-0.0,0.0,C1839576,0
mm_0060247,PubMedBERT,6,1,"{""C1839576"": 6}",-0.0,-0.0,0.0,C1839576,0
mm_0061241,BERT-base,4,2,"{""C0524869"": 2, ""C1512167"": 2}",1.0,0.5,0.0,C0524869,1
mm_0061241,BioBERT,4,1,"{""C1257738"": 4}",-0.0,-0.0,0.0,C1257738,0
mm_0061241,PubMedBERT,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0061265,BERT-base,3,1,"{""C2936621"": 3}",-0.0,-0.0,0.0,C2936621,0
mm_0061265,BioBERT,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0061265,PubMedBERT,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0061747,BERT-base,8,1,"{""UMLS:C1257990"": 8}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0061747,BioBERT,8,2,"{""UMLS:C1257990"": 7, ""C1312419"": 1}",0.5435644431995964,0.1811881477331988,0.0,UMLS:C1257990,0
mm_0061747,PubMedBERT,8,2,"{""C1839576"": 5, ""UMLS:C1257990"": 3}",0.954434002924965,0.318144667641655,0.0,C1839576,0
mm_0061750,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0061750,BioBERT,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0061750,PubMedBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0062167,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0062167,BioBERT,7,2,"{""C1447749"": 5, ""UMLS:C1707887"": 2}",0.863120568566631,0.30744974986419643,0.0,C1447749,0
mm_0062167,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0062391,BERT-base,7,1,"{""C1431519"": 7}",-0.0,-0.0,0.0,C1431519,0
mm_0062391,BioBERT,7,1,"{""C1312419"": 7}",-0.0,-0.0,0.0,C1312419,0
mm_0062391,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0062397,BERT-base,5,2,"{""C1447749"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0062397,BioBERT,5,2,"{""C0265267"": 1, ""C1312419"": 4}",0.7219280948873623,0.31091750708257115,0.0,C1312419,0
mm_0062397,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0062407,BERT-base,9,2,"{""UMLS:C1257990"": 7, ""UMLS:C0242193"": 2}",0.7642045065086203,0.24107968048484052,0.0,UMLS:C1257990,0
mm_0062407,BioBERT,9,1,"{""UMLS:C0358514"": 9}",-0.0,-0.0,0.0,UMLS:C0358514,0
mm_0062407,PubMedBERT,9,1,"{""C1839576"": 9}",-0.0,-0.0,0.0,C1839576,0
mm_0062793,BERT-base,6,1,"{""UMLS:C1257990"": 6}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0062793,BioBERT,6,2,"{""UMLS:C1257990"": 5, ""UMLS:C1707887"": 1}",0.6500224216483541,0.25146299858006066,0.0,UMLS:C1257990,0
mm_0062793,PubMedBERT,6,2,"{""C1839576"": 2, ""C1447749"": 4}",0.9182958340544896,0.355245321275764,0.0,C1447749,0
mm_0063726,BERT-base,9,1,"{""C1447749"": 9}",-0.0,-0.0,0.0,C1447749,0
mm_0063726,BioBERT,9,2,"{""UMLS:C1257990"": 4, ""C1447749"": 5}",0.9910760598382222,0.3126496871021503,0.0,C1447749,0
mm_0063726,PubMedBERT,9,1,"{""C1839576"": 9}",-0.0,-0.0,0.0,C1839576,0
mm_0063933,BERT-base,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0063933,BioBERT,3,1,"{""C0021665"": 3}",-0.0,-0.0,0.0,C0021665,0
mm_0063933,PubMedBERT,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0,UMLS:C1707887,0
mm_0064130,BERT-base,5,2,"{""UMLS:C0810516"": 3, ""UMLS:C0242193"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C0810516,0
mm_0064130,BioBERT,5,2,"{""UMLS:C0810516"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C0810516,0
mm_0064130,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0064287,BERT-base,4,2,"{""UMLS:C0810516"": 3, ""UMLS:C0919821"": 1}",0.8112781244591328,0.4056390622295664,0.0,UMLS:C0810516,0
mm_0064287,BioBERT,4,1,"{""C0282551"": 4}",-0.0,-0.0,0.0,C0282551,0
mm_0064287,PubMedBERT,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0064516,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0064516,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0064516,PubMedBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0064558,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0064558,BioBERT,5,2,"{""C1839576"": 4, ""UMLS:C1707887"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1839576,0
mm_0064558,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0064655,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0064655,BioBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0064655,PubMedBERT,5,2,"{""C1839576"": 1, ""C1447749"": 4}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0064801,BERT-base,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0,C1447749,0
mm_0064801,BioBERT,3,2,"{""C1739108"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0,C1447749,1
mm_0064801,PubMedBERT,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0,C1447749,1
mm_0065160,BERT-base,8,1,"{""UMLS:C2350390"": 8}",-0.0,-0.0,1.0,UMLS:C2350390,0
mm_0065160,BioBERT,8,3,"{""UMLS:C0919821"": 1, ""UMLS:C2350390"": 5, ""C0920208"": 2}",1.2987949406953985,0.43293164689846614,0.625,UMLS:C2350390,0
mm_0065160,PubMedBERT,8,1,"{""C1839576"": 8}",-0.0,-0.0,0.0,C1839576,0
mm_0065470,BERT-base,7,1,"{""UMLS:C0752046"": 7}",-0.0,-0.0,0.0,UMLS:C0752046,0
mm_0065470,BioBERT,7,1,"{""C0597336"": 7}",-0.0,-0.0,0.0,C0597336,0
mm_0065470,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0065651,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0065651,BioBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0065651,PubMedBERT,5,2,"{""C1447749"": 3, ""C1839576"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0065820,BERT-base,7,2,"{""C3850091"": 5, ""C1447749"": 2}",0.863120568566631,0.30744974986419643,0.0,C3850091,0
mm_0065820,BioBERT,7,2,"{""UMLS:C1257990"": 5, ""UMLS:C1707887"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C1257990,0
mm_0065820,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0067336,BERT-base,7,2,"{""UMLS:C0358514"": 5, ""UMLS:C1257990"": 2}",0.863120568566631,0.30744974986419643,0.0,UMLS:C0358514,0
mm_0067336,BioBERT,7,3,"{""C1370369"": 5, ""UMLS:C1257990"": 1, ""C1312419"": 1}",1.1488348542809166,0.4092232318950598,0.0,C1370369,0
mm_0067336,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0067846,BERT-base,4,1,"{""C1447749"": 4}",-0.0,-0.0,0.0,C1447749,0
mm_0067846,BioBERT,4,1,"{""UMLS:C1257990"": 4}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0067846,PubMedBERT,4,1,"{""C1839576"": 4}",-0.0,-0.0,0.0,C1839576,0
mm_0067855,BERT-base,5,3,"{""UMLS:C1257990"": 1, ""C0034698"": 3, ""C3850091"": 1}",1.3709505944546687,0.5904362833084089,0.0,C0034698,1
mm_0067855,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0067855,PubMedBERT,5,1,"{""UMLS:C0332293"": 5}",-0.0,-0.0,0.0,UMLS:C0332293,0
mm_0067918,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0067918,BioBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0067918,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0068072,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0068072,BioBERT,7,1,"{""C1309905"": 7}",-0.0,-0.0,0.0,C1309905,0
mm_0068072,PubMedBERT,7,1,"{""C1839576"": 7}",-0.0,-0.0,0.0,C1839576,0
mm_0068158,BERT-base,5,2,"{""C0524869"": 4, ""C0265267"": 1}",0.7219280948873623,0.31091750708257115,0.0,C0524869,0
mm_0068158,BioBERT,5,1,"{""C1257738"": 5}",-0.0,-0.0,0.0,C1257738,0
mm_0068158,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0068247,BERT-base,9,1,"{""C1447749"": 9}",-0.0,-0.0,0.0,C1447749,0
mm_0068247,BioBERT,9,2,"{""C1447749"": 3, ""UMLS:C1257990"": 6}",0.9182958340544896,0.2896900821428475,0.0,UMLS:C1257990,0
mm_0068247,PubMedBERT,9,2,"{""C0015131"": 7, ""C1839576"": 2}",0.7642045065086203,0.24107968048484052,0.0,C0015131,0
mm_0068940,BERT-base,5,2,"{""C1447749"": 4, ""UMLS:C1257990"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0068940,BioBERT,5,1,"{""C1136216"": 5}",-0.0,-0.0,0.0,C1136216,0
mm_0068940,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0069162,BERT-base,5,2,"{""C0280321"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C0280321,0
mm_0069162,BioBERT,5,1,"{""UMLS:C0280313"": 5}",-0.0,-0.0,1.0,UMLS:C0280313,0
mm_0069162,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0069838,BERT-base,5,2,"{""C1447749"": 3, ""C0265267"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0069838,BioBERT,5,2,"{""C0376671"": 3, ""UMLS:C0376671"": 2}",0.9709505944546686,0.4181656600790516,0.4,C0376671,0
mm_0069838,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0070124,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0070124,BioBERT,7,3,"{""C5392105"": 2, ""C0265267"": 1, ""UMLS:C1257990"": 4}",1.3787834934861753,0.49113258984568253,0.0,UMLS:C1257990,0
mm_0070124,PubMedBERT,7,2,"{""C1839576"": 5, ""C1447749"": 2}",0.863120568566631,0.30744974986419643,0.0,C1839576,0
mm_0071254,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0071254,BioBERT,7,1,"{""UMLS:C0358514"": 7}",-0.0,-0.0,0.0,UMLS:C0358514,0
mm_0071254,PubMedBERT,7,1,"{""UMLS:C0358514"": 7}",-0.0,-0.0,0.0,UMLS:C0358514,0
mm_0071441,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0071441,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0071441,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0071546,BERT-base,5,2,"{""C1431519"": 3, ""UMLS:C1283169"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1431519,0
mm_0071546,BioBERT,5,2,"{""C1447749"": 3, ""UMLS:C1257990"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0071546,PubMedBERT,5,2,"{""C1839576"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1839576,0
mm_0072049,BERT-base,7,1,"{""UMLS:C1257990"": 7}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0072049,BioBERT,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0072049,PubMedBERT,7,2,"{""UMLS:C0752046"": 3, ""C0018966"": 4}",0.9852281360342515,0.35094534299644053,0.0,C0018966,0
mm_0073575,BERT-base,3,2,"{""UMLS:C0242193"": 1, ""UMLS:C1707887"": 2}",0.9182958340544896,0.579380164285695,0.0,UMLS:C1707887,1
mm_0073575,BioBERT,3,2,"{""UMLS:C1257990"": 1, ""C0027609"": 2}",0.9182958340544896,0.579380164285695,0.0,C0027609,1
mm_0073575,PubMedBERT,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0,C1839576,0
mm_0074294,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0074294,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0074294,PubMedBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0074383,BERT-base,8,2,"{""C0280324"": 6, ""UMLS:C0393786"": 2}",0.8112781244591328,0.2704260414863776,0.0,C0280324,0
mm_0074383,BioBERT,8,2,"{""UMLS:C0232772"": 6, ""C0016978"": 2}",0.8112781244591328,0.2704260414863776,0.0,UMLS:C0232772,0
mm_0074383,PubMedBERT,8,2,"{""C1839576"": 5, ""C1447749"": 3}",0.954434002924965,0.318144667641655,0.0,C1839576,0
mm_0074570,BERT-base,7,1,"{""C1447749"": 7}",-0.0,-0.0,0.0,C1447749,0
mm_0074570,BioBERT,7,1,"{""C0038441"": 7}",-0.0,-0.0,0.0,C0038441,0
mm_0074570,PubMedBERT,7,3,"{""C1839576"": 2, ""C1447749"": 1, ""UMLS:C0681906"": 4}",1.3787834934861753,0.49113258984568253,0.0,UMLS:C0681906,0
mm_0075268,BERT-base,3,1,"{""C0034698"": 3}",-0.0,-0.0,0.0,C0034698,0
mm_0075268,BioBERT,3,2,"{""UMLS:C1707887"": 2, ""C1257738"": 1}",0.9182958340544896,0.579380164285695,0.0,UMLS:C1707887,1
mm_0075268,PubMedBERT,3,2,"{""UMLS:C0032098"": 2, ""UMLS:C0557759"": 1}",0.9182958340544896,0.579380164285695,0.3333333333333333,UMLS:C0032098,1
mm_0075358,BERT-base,3,1,"{""UMLS:C0444254"": 3}",-0.0,-0.0,1.0,UMLS:C0444254,0
mm_0075358,BioBERT,3,1,"{""UMLS:C0444254"": 3}",-0.0,-0.0,1.0,UMLS:C0444254,0
mm_0075358,PubMedBERT,3,3,"{""C1839576"": 1, ""UMLS:C1707887"": 1, ""UMLS:C0444254"": 1}",1.584962500721156,1.0,0.3333333333333333,C1839576,1
mm_0075901,BERT-base,5,2,"{""C0015131"": 1, ""C0059563"": 4}",0.7219280948873623,0.31091750708257115,0.0,C0059563,0
mm_0075901,BioBERT,5,1,"{""C0050795"": 5}",-0.0,-0.0,0.0,C0050795,0
mm_0075901,PubMedBERT,5,3,"{""C1447749"": 1, ""C0008396"": 2, ""C0018966"": 2}",1.5219280948873621,0.6554587535412855,0.0,C0008396,1
mm_0076241,BERT-base,5,2,"{""C0005825"": 3, ""UMLS:C0444254"": 2}",0.9709505944546686,0.4181656600790516,0.0,C0005825,0
mm_0076241,BioBERT,5,2,"{""UMLS:C0919821"": 2, ""UMLS:C1707887"": 3}",0.9709505944546686,0.4181656600790516,0.0,UMLS:C1707887,0
mm_0076241,PubMedBERT,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0076632,BERT-base,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0076632,BioBERT,5,1,"{""UMLS:C1257990"": 5}",-0.0,-0.0,0.0,UMLS:C1257990,0
mm_0076632,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0076906,BERT-base,5,2,"{""C1447749"": 4, ""C0393786"": 1}",0.7219280948873623,0.31091750708257115,0.0,C1447749,0
mm_0076906,BioBERT,5,2,"{""C1312419"": 2, ""C1447749"": 3}",0.9709505944546686,0.4181656600790516,0.0,C1447749,0
mm_0076906,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0076909,BERT-base,5,1,"{""C1447749"": 5}",-0.0,-0.0,0.0,C1447749,0
mm_0076909,BioBERT,5,2,"{""C1312419"": 3, ""C1447749"": 2}",0.9709505944546686,0.4181656600790516,0.0,C1312419,0
mm_0076909,PubMedBERT,5,1,"{""C1839576"": 5}",-0.0,-0.0,0.0,C1839576,0
mm_0077174,BERT-base,5,1,"{""UMLS:C1707887"": 5}",-0.0,-0.0,0.0,UMLS:C1707887,0
